ダウンロードした時刻：2026/05/14 18:55:27

,鳥取,鳥取,鳥取,鳥取,鳥取,鳥取,鳥取,鳥取,鳥取,鳥取,鳥取,鳥取,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),平均風速(m/s),最大風速(m/s),最大風速(m/s),平均蒸気圧(hPa),平均現地気圧(hPa),平均海面気圧(hPa),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時)
,,,,,,,,,,風向,,,,,
,,,,,現象なし情報,,現象なし情報,,,,,,,,
2025/10/17,20.8,26.6,16.7,0.0,0,9.6,0,2.9,5.9,北北東,19.2,1019.8,1021.7,晴,曇時々晴
2025/10/18,22.9,28.0,18.8,19.5,0,2.4,0,5.7,10.4,南,21.3,1015.5,1017.3,曇時々晴後雨,雨時々曇
2025/10/19,18.8,20.7,17.4,1.5,0,0.0,0,1.8,7.1,北,19.2,1019.8,1021.7,曇時々雨,曇時々雨
2025/10/20,17.0,21.6,14.5,11.5,0,1.0,0,2.9,6.2,北東,18.0,1021.2,1023.1,雨時々曇,雨後時々曇
2025/10/21,15.0,18.0,13.3,0.0,0,0.8,0,2.3,5.8,東北東,12.6,1025.6,1027.5,曇時々雨一時晴,曇時々雨
2025/10/22,14.8,18.1,12.8,0.0,0,0.0,0,1.3,5.0,北東,13.1,1025.8,1027.7,曇時々雨,曇一時雨後時々晴
2025/10/23,15.1,22.1,10.3,0,1,8.8,0,2.3,5.4,北東,13.0,1024.7,1026.6,晴,晴
2025/10/24,14.8,22.1,9.8,0.0,0,6.3,0,2.6,6.4,東北東,13.1,1023.5,1025.4,晴一時曇後時々雨,晴
2025/10/25,15.0,20.0,9.7,2.5,0,2.3,0,2.0,4.8,南東,14.3,1018.7,1020.7,曇時々晴後雨,雨時々曇
2025/10/26,17.4,21.6,15.3,9.0,0,0.5,0,2.3,8.6,北北西,18.0,1011.8,1013.7,曇時々雨,雨時々曇一時晴
2025/10/27,15.2,20.4,12.4,1.0,0,3.2,0,2.8,8.6,西北西,14.1,1014.1,1016.0,晴時々曇後雨,雨時々曇一時晴
2025/10/28,12.9,17.8,9.3,0.0,0,1.6,0,2.4,5.5,西北西,11.1,1022.2,1024.1,雨後曇一時晴,曇時々晴一時雨
2025/10/29,12.0,18.9,7.8,0,1,6.8,0,2.4,5.1,東北東,10.4,1027.0,1028.9,晴,晴
2025/10/30,12.8,21.2,6.7,0,1,9.7,0,2.6,4.7,北,10.5,1023.8,1025.7,晴後一時曇,曇
2025/10/31,12.8,14.4,10.6,28.5,0,0.0,0,2.4,5.7,西,13.7,1015.2,1017.1,雨,雨時々曇一時晴
2025/11/1,15.3,21.0,12.1,17.0,0,4.9,0,2.5,7.5,西北西,14.2,1008.2,1010.1,晴後曇時々雨、雷を伴う,雨後曇時々晴
2025/11/2,14.3,19.7,11.2,0.0,0,4.3,0,3.0,7.3,西南西,12.3,1012.8,1014.7,曇後雨時々晴,雨時々曇一時晴、雷を伴う
2025/11/3,11.8,17.0,7.9,16.5,0,2.3,0,3.2,12.2,北,10.6,1022.1,1024.0,雨後曇時々晴、雷を伴う,晴一時曇
2025/11/4,11.6,18.8,6.3,0,1,8.5,0,2.3,4.0,東南東,10.2,1024.9,1026.9,晴時々曇,曇時々晴
2025/11/5,13.0,20.0,8.7,0,1,6.3,0,2.1,3.9,北北西,12.0,1021.6,1023.5,曇時々晴,晴時々曇
2025/11/6,13.7,20.3,9.1,0.0,0,3.4,0,2.4,6.3,北北西,13.1,1019.5,1021.4,曇時々晴一時雨,晴後一時雨
2025/11/7,13.5,19.9,9.2,0.0,0,7.7,0,2.5,5.6,北,11.7,1023.0,1024.9,晴,晴時々曇
2025/11/8,13.6,19.4,7.6,0.0,0,6.8,0,2.5,4.8,南東,11.2,1022.8,1024.7,晴後時々曇,曇後雨
2025/11/9,15.6,18.0,13.9,16.5,0,0.1,0,1.8,5.4,南,16.5,1012.2,1014.1,雨後時々曇,雨後曇時々晴
2025/11/10,13.6,16.7,9.1,0.5,0,2.3,0,4.1,8.1,北西,10.6,1012.9,1014.8,曇一時雨後時々晴,晴時々曇
2025/11/11,11.2,18.5,6.1,0,1,8.1,0,2.2,3.9,北北西,9.7,1018.4,1020.4,晴時々曇,晴後曇
2025/11/12,11.8,17.1,8.3,0.0,0,3.4,0,2.1,3.9,東南東,10.7,1020.6,1022.5,曇時々晴,曇
2025/11/13,13.9,19.9,10.2,0,1,0.7,0,2.0,4.2,西北西,12.7,1015.3,1017.2,曇後一時晴,曇後晴一時雨
2025/11/14,13.8,19.7,9.3,0.0,0,5.8,0,2.2,6.1,北東,12.4,1015.9,1017.8,晴時々曇,曇後晴時々雨
2025/11/15,12.8,19.2,8.9,0.5,0,6.2,0,1.8,3.5,東南東,11.7,1022.8,1024.8,晴一時曇,晴
2025/11/16,13.5,21.1,7.3,0,1,9.6,0,2.5,4.2,東南東,11.2,1024.1,1026.0,晴後一時曇,晴
2025/11/17,14.2,22.0,10.2,0.5,0,5.7,0,2.9,8.7,西北西,11.9,1018.8,1020.7,晴後雨一時曇,雨時々曇
2025/11/18,8.3,12.5,5.3,25.0,0,0.2,0,3.0,9.8,西,9.2,1017.5,1019.5,雨,雨時々曇
2025/11/19,7.4,12.3,4.5,8.0,0,3.4,0,2.2,4.4,南南東,8.9,1021.7,1023.7,雨後曇時々晴,晴一時曇
2025/11/20,9.2,16.9,2.9,0,1,5.6,0,3.0,5.3,南南東,8.7,1020.1,1022.0,晴後時々曇,晴時々曇
2025/11/21,12.0,18.2,8.0,0,1,7.5,0,3.6,7.0,西,8.9,1019.6,1021.5,晴,曇時々晴
2025/11/22,10.9,17.8,6.5,0,1,9.6,0,2.0,4.0,東南東,9.2,1023.0,1024.9,晴一時曇,晴
2025/11/23,11.0,19.5,5.0,0,1,8.8,0,2.9,4.7,南南東,9.2,1021.1,1023.1,晴,晴
2025/11/24,12.6,19.7,7.4,0,1,5.2,0,2.3,4.3,東南東,10.8,1016.9,1018.9,曇時々晴,曇時々晴
2025/11/25,11.2,16.5,8.8,1.0,0,1.0,0,3.0,9.6,西,11.3,1010.7,1012.6,雨時々曇、雷を伴う,雨時々曇、雷を伴う
2025/11/26,11.1,15.8,7.9,15.0,0,0.7,0,2.9,6.9,北北西,11.3,1018.7,1020.6,雨後曇一時晴、雷を伴う,晴時々曇
2025/11/27,12.0,17.6,5.4,0.5,0,4.1,0,4.2,8.4,南南東,9.9,1014.5,1016.4,曇時々晴,曇時々雨
2025/11/28,10.7,14.2,7.8,0.5,0,0.2,0,3.8,8.3,西,8.6,1014.7,1016.6,雨時々曇,雨時々曇
2025/11/29,9.7,15.8,5.7,1.0,0,6.8,0,2.0,3.2,北北西,9.6,1017.4,1019.4,雨時々曇後晴,晴
2025/11/30,12.5,19.9,5.0,0,1,9.0,0,3.9,6.7,南,9.5,1016.5,1018.5,晴,晴
2025/12/1,14.8,19.4,10.9,4.0,0,3.2,0,3.4,7.0,南,13.4,1014.8,1016.7,晴後曇時々雨、雷を伴う,曇時々晴
2025/12/2,11.7,16.9,7.8,2.0,0,4.8,0,2.5,6.8,北北西,11.7,1014.7,1016.6,晴後曇一時雨,曇時々雨
2025/12/3,5.7,10.5,0.8,17.5,0,0.5,0,4.4,10.9,西北西,7.8,1014.2,1016.1,雨一時曇後一時みぞれ、雷を伴う,みぞれ時々曇一時雪、雷を伴う
2025/12/4,4.3,6.9,1.1,4.0,0,1.0,0,3.6,9.2,西北西,6.3,1019.1,1021.1,みぞれ時々雨後曇,曇時々雨一時晴、雷を伴う
2025/12/5,4.9,6.6,3.8,12.0,0,0.7,0,3.2,7.1,南西,7.2,1020.0,1022.0,雨時々曇、雷を伴う,雨時々曇後晴
2025/12/6,6.7,11.7,0.9,0,1,9.3,0,3.4,7.5,南,6.7,1020.7,1022.7,晴,晴後一時雨一時曇
2025/12/7,11.0,17.5,7.0,0.0,0,4.0,0,3.3,7.0,西北西,8.8,1019.1,1021.0,雨一時曇後晴,晴後一時雨一時曇
2025/12/8,9.8,15.9,6.7,8.0,0,0.5,0,2.7,6.4,西,10.4,1019.5,1021.4,雨時々曇一時晴,曇時々雨
2025/12/9,8.0,13.1,4.6,0.0,0,5.5,0,2.3,4.4,西北西,7.7,1022.4,1024.4,曇時々晴一時雨,曇後時々雨一時晴
2025/12/10,7.7,14.0,4.1,0.5,0,6.6,0,2.3,3.9,北西,7.5,1022.9,1024.8,雨時々曇後晴,曇
2025/12/11,11.4,16.6,4.3,8.5,0,2.6,0,4.6,10.4,北,8.4,1016.2,1018.1,曇時々晴一時雨,雨時々曇、雷を伴う
2025/12/12,6.1,8.3,4.6,8.0,0,0.0,0,5.5,9.6,北北東,6.2,1027.6,1029.6,雨時々曇一時みぞれ,曇時々みぞれ一時雨
2025/12/13,7.4,11.9,3.4,0.5,0,6.0,0,2.7,7.2,南,6.9,1021.4,1023.4,曇時々晴一時雨,雨時々曇
2025/12/14,8.5,12.3,4.0,10.0,0,3.4,0,5.0,10.2,西,8.4,1009.5,1011.4,曇時々晴後雨、雷を伴う,雨
2025/12/15,5.4,7.0,3.5,25.0,0,0.4,0,2.7,6.6,西南西,8.4,1020.0,1022.0,雨,雨時々曇後晴
2025/12/16,6.4,13.5,1.8,0.0,0,3.1,0,2.9,5.0,西,8.0,1021.0,1023.0,晴時々曇一時雨,曇時々晴
2025/12/17,8.1,10.5,4.1,15.0,0,0.3,0,3.0,6.6,北東,9.7,1017.4,1019.4,雨時々曇一時晴,雨時々曇
2025/12/18,8.1,13.3,3.6,0.0,0,8.5,0,2.4,6.1,北北東,8.1,1023.7,1025.6,曇一時雨後晴,晴
2025/12/19,8.3,16.9,1.4,0,1,8.0,0,3.7,8.3,南南東,8.3,1023.6,1025.6,晴後時々曇,晴後時々曇
2025/12/20,15.6,19.3,9.2,0.0,0,2.6,0,4.6,8.3,南南東,11.5,1018.9,1020.8,曇後晴一時雨,曇一時晴後一時雨
2025/12/21,12.6,17.9,7.7,12.5,0,0.0,0,3.2,5.8,北北西,12.0,1017.8,1019.8,雨時々曇,雨時々曇
2025/12/22,7.1,8.6,4.8,10.0,0,0.3,0,3.1,6.7,北,8.0,1026.3,1028.3,雨後曇,曇一時雨後晴
2025/12/23,7.6,13.6,0.9,0,1,6.2,0,3.1,6.1,南,7.2,1023.3,1025.3,晴後時々曇,曇
2025/12/24,12.1,14.2,8.2,4.5,0,0.0,0,2.0,5.8,東南東,12.2,1012.0,1013.9,雨時々曇,雨
2025/12/25,9.7,11.8,3.1,29.5,0,0.0,0,3.7,9.5,西南西,11.0,1005.2,1007.1,雨後時々曇,大雨後時々みぞれ、雷を伴う
2025/12/26,2.1,5.0,0.7,49.5,0,0.0,0,5.1,10.3,西北西,6.5,1013.5,1015.5,みぞれ時々雨、雷を伴う,みぞれ時々曇一時雨
2025/12/27,2.8,6.2,0.3,5.5,0,3.5,0,2.5,4.8,西南西,6.4,1020.1,1022.1,曇時々晴一時雨、みぞれを伴う,曇時々雨、みぞれを伴う
2025/12/28,4.8,11.5,1.9,0.0,0,8.2,0,2.4,4.3,南東,7.0,1020.8,1022.8,晴一時曇,晴時々曇
2025/12/29,8.4,11.8,3.3,0.0,0,2.6,0,4.3,8.4,南,7.3,1017.2,1019.2,晴後曇一時雨,曇一時雨後晴、雷を伴う
2025/12/30,7.4,12.7,4.9,1.5,0,1.5,0,2.6,5.3,西北西,8.2,1017.5,1019.4,雨時々曇一時晴,雨後曇一時晴
2025/12/31,4.3,7.2,0.8,6.5,0,0.0,0,2.6,5.4,西,6.7,1017.8,1019.8,雨時々曇一時晴,みぞれ時々曇一時雨
